delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
7483.0,fedex,cosmetics,scooter,same day,central,cold,208.2,30.41,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1232.23
7189.0,ekart,furniture,bike,same day,west,hot,15.6,44.26,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,,,310.78
13183.0,xpressbees,cosmetics,scooter,express,south,clear,246.6,24.02,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,,,1355.06
5425.0,ekart,fragile items,van,express,north,cold,152.9,0.67,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000005,no,,,816.15
11046.0,dhl,clothing,truck,two day,south,hot,101.0,38.51,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,620.53
8928.0,ecom express,fragile items,bike,standard,central,clear,220.7,38.52,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,,,1219.06
19822.0,delhivery,groceries,scooter,standard,west,clear,42.1,7.64,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,,,233.42
22531.0,dhl,pharmacy,van,same day,west,foggy,116.8,10.1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,714.3
10247.0,ekart,pharmacy,truck,express,central,foggy,230.5,24.21,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,,,1275.13
5713.0,fedex,automobile parts,truck,same day,central,rainy,64.7,19.92,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,483.26
13760.0,delhivery,fragile items,truck,express,central,clear,82.6,48.57,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,no,,,608.71
18867.0,shadowfax,groceries,ev bike,standard,east,hot,259.3,1.98,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,1302.44
17264.0,fedex,groceries,bike,express,west,stormy,165.6,11.62,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,,,912.86
23428.0,dhl,documents,ev van,standard,north,clear,273.1,8.66,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,1391.48
8359.0,xpressbees,automobile parts,scooter,two day,north,hot,38.5,48.19,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,,,337.07
18775.0,dhl,automobile parts,scooter,standard,west,cold,284.6,20.51,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,,,1484.53
16819.0,xpressbees,fragile items,ev bike,standard,south,hot,127.5,31.53,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,,,732.09
9496.0,shadowfax,clothing,bike,standard,south,hot,80.1,44.62,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,534.36
658.0,shadowfax,cosmetics,bike,same day,south,cold,289.1,48.46,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1632.7206
18536.0,amazon logistics,documents,ev bike,same day,south,hot,222.1,39.61,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1329.33
8992.0,dhl,electronics,scooter,two day,north,clear,107.2,10.18,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,566.54
13559.0,fedex,clothing,bike,two day,south,foggy,172.3,12.07,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,897.71
22784.0,fedex,clothing,truck,same day,central,rainy,7.2,31.83,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,231.49
23539.0,shadowfax,groceries,ev bike,express,east,rainy,26.3,1.98,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,,,187.44
2384.0,dhl,cosmetics,ev van,standard,central,foggy,213.4,28.67,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,,,1153.01
12096.0,delhivery,fragile items,van,standard,east,hot,263.1,42.36,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,1442.58
308.0,fedex,pharmacy,scooter,two day,west,cold,271.2,45.63,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,1492.89
20455.0,shadowfax,groceries,van,express,central,clear,53.9,36.04,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,yes,,,427.62
14184.0,shadowfax,automobile parts,ev bike,two day,central,cold,201.5,4.56,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,1021.18
17193.0,ecom express,clothing,ev bike,express,south,rainy,223.6,30.39,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000006,yes,,,1259.17
19443.0,amazon logistics,pharmacy,bike,two day,west,cold,48.5,32.84,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,,,341.02
5727.0,fedex,electronics,scooter,standard,west,clear,160.6,29.63,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,891.89
6223.0,xpressbees,pharmacy,scooter,two day,south,clear,279.5,2.3,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,1404.4
13474.0,delhivery,cosmetics,van,express,central,hot,294.9,11.77,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,,,1559.81
19639.0,delhivery,pharmacy,ev van,two day,south,cold,259.7,6.51,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,1318.03
14095.0,ekart,furniture,ev bike,two day,central,stormy,90.6,19.88,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,512.64
250.99,amazon logistics,furniture,ev van,express,north,hot,239.3,11.67,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,,,1281.51
15715.0,ekart,furniture,ev van,standard,central,rainy,161.9,49.14,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,956.92
24121.0,delhivery,furniture,van,same day,central,foggy,157.4,24.46,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,,,960.38
8872.0,shadowfax,pharmacy,ev van,same day,central,cold,230.6,22.93,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1321.79
15665.0,dhl,pharmacy,ev bike,standard,central,stormy,72.2,15.08,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,406.24
2145.0,dhl,groceries,truck,standard,west,stormy,35.2,27.73,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,259.19
10440.0,blue dart,groceries,van,standard,south,hot,44.5,8.35,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,,,247.55
9731.0,ecom express,electronics,ev bike,standard,south,cold,225.9,5.26,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,1145.28
2034.0,xpressbees,groceries,van,standard,south,foggy,269.9,40.56,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,,,1471.18
17483.0,xpressbees,documents,bike,express,east,foggy,59.5,33.06,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,,,446.68
3993.0,blue dart,documents,van,same day,west,hot,139.4,37.26,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,,,908.78
18259.0,blue dart,furniture,ev bike,standard,central,clear,7.0,6.44,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,,,95.6674
6328.0,xpressbees,pharmacy,ev van,express,west,foggy,104.0,8.23,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,,,594.69
2230.0,ecom express,fragile items,bike,two day,central,cold,110.4,25.08,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,627.24
13468.0,amazon logistics,fragile items,truck,two day,central,foggy,4.2,37.73,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,134.19
5049.0,ekart,fragile items,truck,same day,east,hot,43.7,16.75,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,,,368.75
22552.0,dhl,electronics,ev van,standard,south,hot,264.8,9.23,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,1351.69
10614.0,ecom express,clothing,ev van,standard,east,clear,195.3,44.5,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,1110.0
8220.0,fedex,fragile items,scooter,two day,central,rainy,217.1,38.42,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,1200.76
7018.0,xpressbees,furniture,ev van,standard,south,foggy,56.4,12.53,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,319.59
477.0,amazon logistics,groceries,ev van,express,north,foggy,128.2,12.63,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,,,728.89
16925.0,fedex,documents,van,standard,north,cold,15.1,12.98,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,,,114.44
9930.0,ekart,pharmacy,van,two day,east,stormy,10.1,24.16,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,122.98
9856.0,fedex,electronics,ev bike,standard,central,cold,147.1,35.7,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,842.6
14643.0,xpressbees,furniture,bike,two day,north,stormy,164.4,16.91,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,872.73
17183.0,shadowfax,fragile items,truck,two day,south,foggy,190.8,9.09,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,,,981.27
10138.0,ekart,clothing,bike,standard,east,rainy,205.3,34.34,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,,,1129.52
21237.0,fedex,electronics,van,standard,west,cold,116.5,30.52,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,674.06
1447.0,ecom express,documents,van,same day,north,rainy,67.0,12.28,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,471.84
1755.0,shadowfax,automobile parts,truck,two day,north,cold,105.9,36.4,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,638.7
19534.0,ekart,cosmetics,van,express,south,rainy,37.5,43.4,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,,,367.7
18524.0,blue dart,automobile parts,ev van,two day,south,foggy,205.2,14.73,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,1070.19
5249.0,ecom express,pharmacy,van,express,south,cold,47.3,25.32,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,,,362.46
7172.0,amazon logistics,furniture,van,same day,east,cold,137.7,17.17,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,840.01
23607.0,ecom express,pharmacy,van,same day,central,foggy,29.5,31.59,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,342.27
447.0,ekart,fragile items,bike,two day,east,stormy,49.9,40.86,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,372.08
13452.0,dhl,pharmacy,truck,same day,central,clear,257.9,10.56,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,,,1421.18
23712.0,ekart,clothing,truck,standard,east,cold,224.6,45.27,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,1258.81
3930.0,xpressbees,cosmetics,truck,standard,east,foggy,49.2,6.13,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,,,264.39
15407.0,ecom express,electronics,scooter,two day,east,rainy,278.9,10.39,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,1425.67
12748.0,xpressbees,furniture,scooter,two day,central,stormy,194.7,2.71,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,,,981.63
2498.0,amazon logistics,clothing,scooter,two day,central,stormy,99.9,43.61,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,630.33
12060.0,blue dart,electronics,truck,same day,south,foggy,68.6,45.42,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,,,579.26
7153.0,blue dart,electronics,van,same day,north,stormy,276.1,22.1,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000008,yes,,,1546.8
21756.0,fedex,groceries,van,express,central,foggy,144.6,45.3,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,,,908.9
7299.0,dhl,pharmacy,van,same day,south,rainy,98.0,9.32,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,617.96
18440.0,blue dart,furniture,scooter,express,central,clear,281.9,41.13,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,,,1582.89
1054.0,ecom express,groceries,ev van,two day,central,rainy,129.5,13.8,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,688.9
8718.0,fedex,electronics,ev bike,same day,south,rainy,212.2,7.16,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,,,1182.48
16626.0,delhivery,clothing,ev bike,standard,east,clear,139.3,5.98,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,714.44
23954.0,delhivery,pharmacy,scooter,same day,east,cold,223.4,26.71,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,1297.13
22037.0,blue dart,clothing,scooter,express,central,clear,283.7,1.66,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,,,1473.48
6212.0,xpressbees,groceries,bike,express,south,foggy,100.3,16.88,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,,,602.14
7074.0,ekart,documents,scooter,standard,east,foggy,217.5,30.19,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,,,1178.07
19534.0,ekart,cosmetics,van,express,south,rainy,37.5,43.4,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,,,367.7
1545.0,ekart,pharmacy,ev van,express,east,rainy,196.0,16.64,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,,,1079.92
19044.0,shadowfax,electronics,ev van,same day,south,foggy,224.5,34.92,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,,,1327.26
5270.0,fedex,pharmacy,scooter,same day,north,clear,170.6,36.86,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,1063.58
6048.0,shadowfax,clothing,bike,same day,south,hot,154.7,40.75,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,995.75
3467.0,fedex,pharmacy,truck,standard,east,foggy,277.4,35.18,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,,,1492.54
6864.0,shadowfax,furniture,truck,two day,central,cold,166.0,29.04,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,917.12
2664.0,fedex,electronics,ev van,express,south,stormy,16.7,20.86,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,,,196.08
17045.0,xpressbees,cosmetics,van,same day,north,rainy,167.6,12.25,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,974.75
14009.0,delhivery,electronics,van,same day,south,rainy,25.0,48.99,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,371.97
3793.0,ekart,pharmacy,scooter,standard,west,cold,227.3,29.61,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1225.33
20579.0,fedex,cosmetics,ev van,standard,west,cold,235.4,43.77,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1308.31
4790.0,shadowfax,groceries,scooter,two day,south,hot,219.0,24.65,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,,,1168.95
9750.0,fedex,groceries,ev van,same day,north,cold,189.1,24.3,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1118.4
13234.0,dhl,cosmetics,bike,standard,north,cold,149.5,13.68,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,788.54
23226.0,ekart,fragile items,scooter,express,north,cold,43.8,13.2,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,,,308.6
8767.0,blue dart,documents,ev bike,same day,central,foggy,149.0,27.99,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,928.97
14557.0,fedex,groceries,ev bike,express,central,hot,7.5,21.59,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,,,152.27
9891.0,fedex,pharmacy,van,two day,east,rainy,48.9,44.2,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,377.1
2245.0,xpressbees,automobile parts,scooter,two day,south,clear,203.3,47.88,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,1160.14
10376.0,fedex,documents,van,same day,south,stormy,164.1,25.07,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,,,995.71
5219.0,delhivery,automobile parts,ev van,standard,central,foggy,176.7,17.67,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,936.51
13426.0,ekart,automobile parts,ev bike,same day,west,clear,223.1,13.93,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1257.29
21987.0,fedex,furniture,van,standard,central,rainy,282.5,40.21,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,,,1533.13
21259.0,shadowfax,fragile items,scooter,two day,east,cold,71.6,14.95,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,,,402.85
11718.0,fedex,clothing,van,express,north,clear,203.3,20.77,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000006,no,,,1128.81
4230.0,delhivery,fragile items,ev bike,same day,north,rainy,201.9,43.22,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,1239.16
19592.0,shadowfax,furniture,van,two day,east,rainy,224.5,46.42,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,,,1261.76
5345.0,ekart,cosmetics,ev bike,two day,west,clear,270.0,32.93,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,,,1448.79
18800.0,xpressbees,fragile items,truck,express,north,hot,30.5,42.91,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,,,331.23
5130.0,shadowfax,furniture,van,two day,south,cold,165.1,5.53,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,842.09
9420.0,dhl,cosmetics,ev van,same day,south,rainy,250.5,23.65,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,,,1423.45
13183.0,xpressbees,cosmetics,scooter,express,south,clear,246.6,24.02,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,,,1355.06
23740.0,blue dart,pharmacy,ev van,standard,north,foggy,15.1,38.54,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,,,191.12
5584.0,delhivery,electronics,van,same day,west,clear,122.0,44.66,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,843.98
24731.0,ekart,documents,ev van,two day,central,rainy,261.8,12.78,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,,,1347.34
19413.0,dhl,furniture,bike,same day,north,stormy,200.7,29.79,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,,,1192.87
9718.0,delhivery,pharmacy,ev bike,express,south,rainy,191.9,16.7,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,,,1059.6
12577.0,ekart,electronics,scooter,two day,north,cold,34.2,26.4,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,,,250.2
5109.0,ekart,electronics,bike,two day,east,stormy,273.3,33.15,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000016,no,,,1465.95
7512.0,dhl,clothing,truck,two day,south,clear,107.9,11.09,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,,,572.77
12144.0,delhivery,pharmacy,truck,standard,central,stormy,130.1,22.79,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,718.87
15010.0,fedex,pharmacy,truck,standard,north,rainy,289.6,35.34,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,1554.02
22775.0,xpressbees,automobile parts,scooter,standard,north,foggy,252.7,37.23,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,,,1375.19
5767.0,ekart,electronics,truck,standard,east,hot,195.9,21.24,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1043.22
13373.0,delhivery,groceries,bike,express,south,stormy,53.0,49.52,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000003,yes,,,463.8
15714.0,blue dart,clothing,ev bike,two day,central,cold,25.6,4.15,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,140.45
13348.0,dhl,documents,truck,two day,south,clear,214.3,8.88,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,,,1098.14
8976.0,blue dart,furniture,ev van,same day,south,hot,290.5,5.63,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,yes,,,1569.39
3813.0,xpressbees,fragile items,ev bike,two day,west,foggy,98.9,14.45,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,537.85
429.0,delhivery,pharmacy,ev bike,two day,west,cold,225.9,29.22,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,1217.16
635.0,blue dart,cosmetics,ev van,same day,west,rainy,10.9,8.39,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,179.67
7201.0,xpressbees,automobile parts,scooter,standard,central,clear,71.8,31.68,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,454.04
4868.0,ekart,electronics,ev van,standard,north,foggy,279.1,26.1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1473.8
12230.0,dhl,furniture,ev van,same day,east,clear,270.2,38.65,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,,,1566.95
1642.0,delhivery,clothing,ev bike,two day,west,cold,249.6,2.12,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,1254.36
21503.0,ekart,automobile parts,ev bike,same day,central,clear,144.5,40.26,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,943.28
14370.0,delhivery,groceries,van,express,west,clear,56.6,26.66,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,,,412.98
19550.0,xpressbees,clothing,ev van,express,south,stormy,276.0,36.32,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,,,1538.96
6876.0,ekart,pharmacy,bike,express,north,rainy,131.0,15.96,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,,,752.88
14237.0,amazon logistics,documents,ev van,same day,north,hot,177.3,14.82,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,1030.96
3889.0,blue dart,clothing,truck,standard,east,clear,224.8,21.3,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1187.9
6901.0,delhivery,clothing,ev van,express,east,cold,35.6,8.82,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,,,254.46
22511.0,amazon logistics,automobile parts,van,two day,north,stormy,38.7,24.29,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,266.37
2312.0,delhivery,clothing,truck,express,east,rainy,162.3,25.89,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,,,939.17
9978.0,ecom express,pharmacy,ev van,same day,central,clear,96.4,25.45,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,,,658.35
8935.0,dhl,cosmetics,bike,same day,north,rainy,197.4,42.37,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,1214.11
2973.0,shadowfax,furniture,ev bike,standard,south,stormy,98.1,10.7,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,522.6
17065.0,ecom express,groceries,truck,express,west,clear,297.1,49.2,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,,,1632.7206
